Name	CoL ID	E_Rj (J/cm^3)	F_m (l/d.cm^2)	kap_X (-)	s_G (-)	h_a (1/d^2)	kap_P (-)	kap_R (-)	kap_V (-)	p_M (J/d.cm^3)	k_E (1/d)	E_G (J/cm^3)	p_T (J/d.cm^2)	s_j (-)	t_sj (d)	E_Hj (J)	E_He (J)	E_Hb (J)	k_J (1/d)	E_Hx (J)	E_Hp (J)	E_Hs (J)	p_Am (J/d.cm^2)	kap (-)	v (cm/d)	t_0 (d)
Sula bassana	4dc3e535a6a6253e4adceb72157431fe		6.5	0.5	0.05	3.877e-61	0.1	0.95		662.922		7321.66	0.0					1122.0	0.002		1258000.0		6221.88	0.99486	0.25516	
Sula nebouxii	ea3be33231335317a364427a5bcc38f3		6.5	0.5	0.05	2.201e-39	0.1	0.95		538.76		7321.01	0.0					6407.0	0.002		4495000.0		4366.88	0.96492	0.27124	
Sylvia atricapilla	4134d00c993b71067bfeb807a0d09c4b		6.5	0.8	0.01	2.012e-28	0.1	0.95		1038.0		7324.45	0.0					70.55	0.002		71.53		1980.7	0.9944	0.21414	
Symphalangus syndactylus	df178ac7151d370e79a86ffac7daed45		6.5	0.8	0.1	9.6831e-14	0.1	0.95		15.9068		7854.67	0.0					288039.0	0.002	1476790.0	4049940.0		276.358	0.81778	0.0150298	0.0
Tachyglossus aculeatus	db1edc1588907fc51323d4829f25036a		6.5	0.8	0.01	2.41827e-12	0.1	0.95		143.799		7840.8	0.0					0.455724	0.002		42707.4		1354.74	0.999267	0.0500454	
Talpa europaea	3f6d0f42542751148164e4e7a2a67132		6.5	0.8	0.01	1.336e-11	0.1	0.95		28610.1		7840.36	0.0					288.8	0.002	47270.0	373500.0		24919.8	0.95375	0.025	22.3191
Talpa occidentalis	792cc7348dec4c6b13c672504d67fbfc		6.5	0.8	0.01	4.003e-11	0.1	0.95		4673.0		7847.84	0.0					313.8	0.002	15810.0	133900.0		6010.78	0.96472	0.023598	13.7771
Tapirus terrestris	b887fe306ff897fd7ced2a4199ab2c30		6.5	0.8	0.1	1.409e-14	0.1	0.95		26.01		7750.0	0.0					571100.0	0.002	5032000.0	17630000.0		1169.71	0.9675	0.07978	187.0
Tarsipes rostratus	6aca15b06107dd17949dd6cfdb40d63b		6.5	0.8	0.1	5.56141e-09	0.1	0.95		125.208		7834.99	0.0					0.00773112	0.002	14.4767	42.7794		202.24	0.999486	0.0244904	38.4601
Tarsius tarsier	363ad8f84b1e80546fe32ad936b16e48		6.5	0.8	0.05	6.18864e-11	0.1	0.95		32.8763		7824.74	0.0					61280.1	0.002	111556.0	354532.0		215.971	0.54026	0.0129453	35.0
Tauraco erythrolophus	4044ed76e392318b4727c7de43ddb7a5		6.5	0.8	0.05	7.484e-25	0.1	0.95		26.2023		7312.02	0.0					1708.0	0.0016335		4233.0		162.631	0.98079	0.07075	
Tetrastes bonasia	48797b9cd84c84166eca6c1bc4a3b01f		6.5	0.8	0.01	3.201e-11	0.1	0.95		591.074		7327.19	0.0					78.47	0.002		1521.0		2167.86	0.99562	0.034148	
Thalassarche melanophrys	9fad68b95fb3aebcce48f0d9fae66787		6.5	0.8	0.01	1.039e-26	0.1	0.95		171.939		7309.89	0.0					11860.0	0.002		1887000.0		2170.25	0.98713	0.46177	
Thalia democratica	f4ca44e873a0b0c5881b0a1645582cda		290.3	0.4	8.0	8.963e-06	0.1	0.95		8000.0		2088.0	0.0					0.5935	0.002		0.9943		7768.0	0.1	0.06648	
Thunnus orientalis	243ba5718af1ebd2306782107e21e150		6.5	0.8	0.0001	8.87311e-11	0.1	0.95		17.0801		7847.17	0.0			70.2466		0.0307915	0.002		28392900.0		89.0735	0.972176	0.0893412	
Thunnus thynnus	cd171d7f8b99d3cfddfe023e5f82480c		6.5	0.8	0.0001	2.29155e-09	0.1	0.95		10.7477		7850.48	0.0			0.0010226		1.1869e-05	0.002		218148.0		156.137	0.993697	0.0100024	
Thymallus thymallus	70711497ab2addf810f979817f82f1e5		6.2	0.8	0.0001	2.10807e-07	0.1	0.95		85.2904		5204.25	0.0			1174.29		45.2391	0.002		728466.0		766.018	0.388142	0.154204	
Tichodroma muraria	1c8d1f126dda2f5330c60f85fcfb30c4		6.5	0.8	0.01	3.329e-30	0.1	0.95		235.851		7336.26	0.0					531.7	0.002		47170.0		462.291	0.93781	0.031974	
Tiliqua rugosa	03bd821efb1cfb6c36d9b5037df77a69		6.5	0.85	0.0001	4.679e-10	0.1	0.95		59.37		7795.0	0.0					51660.0	0.002		209400.0		477.483	0.9083	0.06563	
Todiramphus cinnamominus	1c50b024147aadb63f1f128e5afa7e79		6.5	0.8	0.01	8.281e-18	0.1	0.95		414.566		7317.21	0.0					288.0	0.0019646		10520.0		1352.85	0.99118	0.24083	
Torpedo marmorata	e4e52fc8719b66d823e7a9d0aba0f384		6.5	0.8	0.0001	6.503e-08	0.1	0.95		17.43		5231.0	0.0					379.6	0.002		44380.0		432.44	0.9609	0.01667	
Toxostoma recurvirostre	004ebe47b553114eda7f8ccc707f1348		6.5	0.8	0.01	6.418e-14	0.1	0.95		3685.29		7349.36	0.0					13.83	0.002		956.3		6139.32	0.99808	0.12334	
Trachurus trachurus	02ba3ac0351955e01ae15aada30ecaf3		6.5	0.8	0.0001	5.102e-10	0.1	0.95		43.33		5109.0	0.0			1.179		0.1196	0.002		18370.0		195.973	0.9388	0.04962	
Trichechus inunguis	42e827c36ce872e11d6f6b1db7aee2fa		6.5	0.2	0.1	2.22916e-13	0.7	0.955		27.1615		7838.68	0.0					890842.0	0.002	4658770.0	22185100.0		1170.03	0.958875	0.032852	125.482
Tringa flavipes	dfc3b9462212b04edcb721a3db10791e		6.5	0.8	0.01	5.944e-38	0.1	0.95		843.936		7317.1	0.0					159.2	0.002		8400.0		2831.82	0.99729	0.3912	
Triops longicaudatus	cd00dfd705355d80c95c024877f73428		6.5	0.8	0.1	2.861e-05	0.1	0.95		3382.0		4468.0	0.0					0.0002785	0.002		1.81		1450.84	0.99	0.06028	
Trisopterus luscus	cd5e7b2693846a253c3422d6fe98ae1a		6.5	0.8	0.0001	7.78e-08	0.1	0.95		204.8		5214.0	0.0			4.101		0.2043	0.002		297800.0		1121.41	0.3837	0.03364	
Troglodytes aedon	844d88011fccf9fc3ebd08155e87483b		6.5	0.8	0.01	1.491e-20	0.1	0.95		1064.3		7327.98	0.0					1608.0	0.002		47580.0		1239.13	0.89558	0.025246	
Trygonoptera personata	739fdc4060e8c6a65d8025878bac5d8b		6.5	0.8	0.0001	1.297e-08	0.1	0.95		25.4		5235.0	0.0					36970.0	0.002		422300.0		286.647	0.8675	0.1612	
Tupaia glis	597342aa9ef1ce5b5f9208b80f34e2ec		6.5	0.8	0.05	2.2121e-36	0.1	0.95		202.147		7841.48	0.0					1808.76	0.002	36032.9	119450.0		1072.03	0.977044	0.338671	41.8995
Turdus merula	8539f68b2f729827c29dc81a2b30763a		6.5	0.8	0.01	5.606e-34	0.1	0.95		1669.88		7313.83	0.0					199.6	0.002		353800.0		4939.19	0.98096	0.26751	
Tursiops truncatus	5a97cc1e1ac71d45d276e12d8cdfd97d		6.5	0.8	0.2	1.182e-13	0.1	0.95		23.7831		7845.89	0.0					1178000.0	0.002	5949000.0	23490000.0		944.213	0.94009	0.020411	0.0
Tyrannosaurus rex	5b355e6aa28cdfd9bed3c5ed8f4a828d		6.5	0.8	0.5	6.191e-11	0.1	0.95		15.01		7847.0	0.0					112300.0	0.002		147300000.0		1268.52	0.9252	0.01179	
Tyrannus tyrannus	e2f3ff2fc877b9322dbd4fbe6a87f5f7		6.5	0.8	0.01	1.054e-30	0.1	0.95		795.342		7409.43	0.0					1025.0	0.002		468300.0		2290.14	0.94265	0.36989	
Tyto alba	6fcd23e9a266d2ec77f69e02b75fbead		6.5	0.8	0.01	5.483e-18	0.1	0.95		615.887		7319.11	0.0					10090.0	0.002		4601000.0		3199.42	0.83487	0.16211	
Uria aalge	1f21d6d69cb8c09be9a27485d68bc4d1		6.5	0.8	0.01	6.677e-18	0.1	0.95		411.469		7394.27	0.0					91820.0	0.002		16460000.0		3385.85	0.60458	0.06989	
Uria lomvia	4c4d53e7dbf1e157a818e9c9719001f3		6.5	0.8	0.01	3.255e-14	0.1	0.95		308.224		7310.15	0.0					86800.0	0.002		10110000.0		2377.63	0.6027	0.041946	
Urocolius macrourus	e563e083718e4eb3a35fbcbde6fcaadd		6.5	0.8	0.01	3.902e-27	0.1	0.95		369.124		7313.48	0.0					1329.0	0.002		550700.0		1341.26	0.91732	0.45389	
Urosalpinx cinerea	854e3a6612913ce60ea981e0048635e4		6.5	0.8	0.0001	4.811e-08	0.1	0.95		54.0345		3911.41	0.0			0.000234		2.045e-05	0.002		6.699		33.1227	0.99892	0.021664	
Ursus arctos	3620a6afc683c9cb9e66e3bc9d143133		6.5	0.8	0.1	2.645e-18	0.1	0.95		32.71		7850.0	0.0					179100.0	0.002	12420000.0	72730000.0		1305.18	0.915	0.1378	75.4
Ursus maritimus	ecf9a73302aa9be16e68c89fb524feb8		6.5	0.8	0.1	9.728e-16	0.1	0.95		34.0436		7831.76	0.0					149800.0	0.002	27120000.0	80440000.0		1384.09	0.91412	0.075123	165.0
Vanellus armatus	6034cc9bf59a797ca53b2e50c0241a25		6.5	0.8	0.01	3.2e-14	0.1	0.95		688.357		7322.63	0.0					243.2	0.002		11860.0		1919.21	0.99121	0.044039	
Vanellus coronatus	6b2bf7e07f766050de717c4a411774c2		6.5	0.8	0.01	7.13e-15	0.1	0.95		519.563		7321.93	0.0					5670.0	0.002		1101000.0		1839.8	0.86779	0.054778	
Varanus komodoensis	9734ef854130b3011fb9ec9be37afed1		6.5	0.8	0.0001	9.17186e-11	0.1	0.95		21.2196		7840.35	0.0					6957.13	0.002		1735770.0		725.187	0.975593	0.0784273	
Varecia variegata	c8883cad4f1b3301686bf6ad91663991		6.5	0.8	0.05	1.38116e-43	0.1	0.95		153.957		7865.37	0.0					124378.0	0.002	14486700.0	47798300.0		2569.93	0.773473	0.382094	92.5903
Venturia canescens	25a05f2c5c8f5146d4b515c36d06e089		6.5	0.8	0.0001	0.006269	0.1	0.04195	0.2	19.79		4600.0	0.0	0.9811			17.65	0.3067	0.002				381.447	0.6646	0.04624	
Vipera berus	ced985dbbced31f2f74e641a992cb299		6.5	0.8	0.0001	2.855e-09	0.1	0.95		44.57		7829.0	0.0					17240.0	0.002		366000.0		355.587	0.5129	0.02759	
Vulpes lagopus	74f649c50206103b78005228c898e177		6.5	0.2	0.1	1.937e-24	0.1	0.95		247.609		7844.72	0.0					19510.0	0.002	727600.0	7730000.0		2484.11	0.91026	0.11406	38.7352
Vulpes vulpes	f76554e91aa357dd527f70ed534fa52c		6.5	0.8	0.1	3.28158e-35	0.1	0.95		107.715		7832.64	0.0					11791.7	0.002	329134.0	4910200.0		1769.42	0.973063	0.256895	43.7402
Vultur gryphus	e012d92f1ab45b81706d72e36c5512e0		6.5	0.8	0.01	1.05e-16	0.1	0.95		17.3661		7283.04	0.0					107800.0	0.002		6835000.0		383.642	0.90948	0.1198	
Wallabia bicolor	933f2699e0a7dd8d84cefe693500fc89		6.5	0.371	0.1	3.249e-12	0.3474	0.95		20.07		7900.0	0.0					716.3	0.002	486800.0	8722000.0		492.257	0.7188	0.04265	26.6
Xiphias gladius	099117b58af9f608aac8375fee1b49f9		6.5	0.8	0.0001	4.785e-08	0.1	0.95		34.34		5217.0	0.0			0.5076		0.1303	0.002		13490000.0		1083.78	0.8986	0.03975	
Zeus faber	bf90fcde968c06d7a7f8cfca8d697a6f		6.5	0.8	0.0001	1.69565e-08	0.1	0.95		17.6659		5230.42	0.0					0.224495	0.002		91064.2		258.443	0.884765	0.0201762	
Zoarces viviparus	b17c8f2af4a90b649ca031af1d8ae0fa		6.5	0.8	0.0001	9.038e-07	0.1	0.95		169.1		5197.0	0.0			242.6		209.5	0.002		22130.0		988.234	0.667	0.03059	
